,bbl,street_number,street_name,borough,zip,benchmarking_submission,number_of_buildings,latitude,longitude,community_board,community_council,census_tract,nta,entry_number,site_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,indoor_water_intensity_all_water_sources_gal_ft2,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,reported_bins
115,1000360012,,PIER 9,MANHATTAN,0,No Record as of 08/1/13,1,,,,,,,,,,,,,,,,
116,1000360018,,SOUTH STREET,MANHATTAN,0,No Record as of 08/1/13,1,,,,,,,,,,,,,,,,
117,1000360025,,SOUTH STREET,MANHATTAN,0,No Record as of 08/1/13,2,,,,,,,,,,,,,,,,
118,1000360030,,SOUTH STREET,MANHATTAN,0,No Record as of 08/1/13,1,,,,,,,,,,,,,,,,
119,1000370008,110.0,WALL STREET,MANHATTAN,10005,Yes,1,40.704638,-74.006694,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,82.0,95.8,205.4,12.21,Manual,75,2390.48,292627.0,Office,1000872
120,1000370023,180.0,MAIDEN LANE,MANHATTAN,10005,Yes,1,40.705308,-74.004873,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,9384.0,86.6,245.3,,Manual,60,8363.56,1071551.0,Office,1000874
121,1000377501,120.0,WALL STREET,MANHATTAN,10005,No Record as of 08/1/13,1,40.70438,-74.006427,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,,,,,,,,,,
122,1000380001,100.0,WALL STREET,MANHATTAN,10005,Yes,1,40.70497,-74.007084,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,8531.0,61.6,173.2,,Manual,N/A,2369.59,426531.0,Office,1-00038-0001
123,1000380017,88.0,PINE STREET,MANHATTAN,10005,Yes,1,40.70536,-74.00629,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,4731.0,122.2,247.2,,Manual,65,6863.98,664900.0,Office,1000876
124,1000390001,82.0,WALL STREET,MANHATTAN,10005,No Record as of 08/1/13,1,40.705415,-74.007729,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,,,,,,,,,,
125,1000390004,80.0,WALL STREET,MANHATTAN,10005,No Record as of 08/1/13,1,40.705456,-74.007794,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,,,,,,,,,,
126,1022410014,77.0,COOPER STREET,MANHATTAN,10034,Yes,1,40.868278,-73.922308,12.0,10.0,295.0,Marble Hill-Inwood                                                         ,1591.0,119.6,164.4,22.42,ABS,N/A,510.38,52928.0,Multifamily Housing,1064982
127,1000397501,130.0,WATER STREET,MANHATTAN,10005,Yes,1,40.705522,-74.006929,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,4422.0,71.1,109.3,5.39,Manual,N/A,574.58,97677.0,Multifamily Housing,1000884
128,1000400003,60.0,WALL STREET,MANHATTAN,10005,Yes,1,40.705914,-74.008609,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,29.0,14872.0,18196.8,21.8,Manual,N/A,1910864.76,1625483.0,Office,1001004
129,1000400014,48.0,WALL STREET,MANHATTAN,10005,Yes,1,40.706331,-74.009396,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,11528.0,60.2,181.2,,Manual,84,1735.13,313918.0,Office,1001005
130,1000400016,52.0,WILLIAM STREET,MANHATTAN,10005,Yes,1,40.706773,-74.009143,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,2732.0,33008.2,45186.5,,Manual,1,260689.52,100000.0,Hotel,"BIN # 1001006
Borough 1
Block 40
Lot 16
Borough/Block/Lot 1-00040-0016"
131,1000407501,72.0,WALL STREET,MANHATTAN,10005,No Record as of 08/1/13,0,40.705694,-74.008205,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,,,,,,,,,,
132,1000410001,66.0,PINE STREET,MANHATTAN,10005,Yes,1,40.7064,-74.008043,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,9501.0,24.1,54.1,0.0,Manual,100,1873.63,918919.0,Office,1001007
133,1004310025,51.0,AVENUE A,MANHATTAN,10009,Yes,1,40.723988,-73.985053,3.0,2.0,32.0,East Village                                                               ,7777.0,94.4,130.0,23.0,ABS,N/A,878.7,121406.0,Multifamily Housing,1005761
134,1000420001,100.0,MAIDEN LANE,MANHATTAN,10038,Yes,1,40.706867,-74.00699,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,9703.0,9.6,30.9,37.9,Manual,N/A,252.77,279600.0,Multifamily Housing,1001014
135,1000420022,10.0,LIBERTY STREET,MANHATTAN,10005,Yes,1,40.707641,-74.008155,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,2495.0,103.8,188.0,,Manual,N/A,2326.21,337000.0,Multifamily Housing,1086256
136,1000420031,80.0,MAIDEN LANE,MANHATTAN,10038,Yes,1,40.707116,-74.007329,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,3331.0,11186.5,15631.8,,Manual,1,466249.38,527605.0,Office,1001015
137,1000430001,44.0,WALL STREET,MANHATTAN,10005,Yes,1,40.70654,-74.009738,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,990.0,70.6,184.9,3.45,Manual,77,2143.4,341291.0,Office,1001017
138,1000430002,40.0,WALL STREET,MANHATTAN,10005,Yes,1,40.706625,-74.009875,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,852.0,58.7,148.9,0.0,Manual,93,5994.15,1155995.0,Office,1001018
139,1000430005,30.0,WALL STREET,MANHATTAN,10005,Yes,1,40.706839,-74.010218,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,3086.0,75.2,217.7,,Manual,N/A,949.54,138880.0,Office,1001019
140,1000447501,18.0,PINE STREET,MANHATTAN,10005,Yes,1,40.707588,-74.010013,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,2844.0,33.9,111.0,,Manual,N/A,1919.08,616399.0,Multifamily Housing,1001022
141,1021340206,,RIVERSIDE DRIVE WEST,MANHATTAN,10032,Yes,1,,,,,,,7573.0,,,34.22,ABS,N/A,,580000.0,Multifamily Housing,1063278
142,1008420021,1.0,UNION SQUARE WEST,MANHATTAN,10003,Yes,1,40.735319,-73.99165,5.0,2.0,52.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,7742.0,113.6,275.2,23.82,ABS,N/A,460.65,51284.0,Multifamily Housing,1016063
143,1000460003,100.0,BROADWAY,MANHATTAN,10005,Yes,1,40.70814,-74.011373,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,10934.0,45.5,157.8,,Manual,89,1689.03,395000.0,Office,
144,1000477501,120.0,BROADWAY,MANHATTAN,10005,Yes,1,40.708546,-74.011041,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,99.0,68.4,191.4,,Manual,88,11571.38,1885544.0,Office,1001026
145,1000480001,140.0,BROADWAY,MANHATTAN,10005,Yes,1,40.709043,-74.010626,1.0,1.0,7.0,Battery Park City-Lower Manhattan                                          ,11.0,137.4,300.4,18.45,Manual,68,13770.07,1170129.0,Office,1001027
146,4003020006,,STARR AVENUE,QUEENS,11101,Yes,1,,,,,,,10630.0,69.1,159.2,41.23,ABS,78,451.33,88000.0,Hotel,4865484
147,1000490002,111.0,BROADWAY,MANHATTAN,10006,Yes,1,40.708486,-74.011113,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,2774.0,43.7,148.1,,Manual,88,1949.6,475387.0,Office,1001029
148,1000500001,115.0,BROADWAY,MANHATTAN,10006,Yes,1,40.708631,-74.010997,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,2787.0,37.0,123.4,,Manual,94,1456.66,419806.0,Office,1001030
149,1000510001,2.0,RECTOR STREET,MANHATTAN,10006,Yes,1,40.707808,-74.013053,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,2191.0,55.9,145.3,,Manual,92,2440.67,491400.0,Office,1001031
150,1000510007,68.0,TRINITY PLACE,MANHATTAN,10006,Yes,1,40.708258,-74.012649,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,1224.0,92.7,198.2,71.81,Manual,N/A,424.74,54273.0,Other,
151,1015820030,130.0,EAST END AVENUE,MANHATTAN,10028,Yes,1,40.774698,-73.944951,8.0,5.0,14401.0,Yorkville                                                                  ,11614.0,55.8,81.0,23.86,ABS,N/A,440.96,100310.0,Multifamily Housing,1051246
152,1000510017,74.0,TRINITY PLACE,MANHATTAN,10006,Yes,1,40.708387,-74.012563,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,1225.0,82.1,169.8,,Manual,74,1428.51,205662.0,Office,
153,1010290037,202.0,WEST   58 STREET,MANHATTAN,10019,Yes,1,40.766352,-73.979932,5.0,4.0,137.0,Midtown-Midtown South                                                      ,9076.0,69.0,153.2,25.43,ABS,61,390.37,76883.0,K-12 School,1024905
154,1008740069,112.0,EAST   19 STREET,MANHATTAN,10003,Yes,1,40.737267,-73.987074,5.0,2.0,50.0,Gramercy                                                                   ,7775.0,74.8,121.6,25.45,ABS,N/A,324.98,55049.0,Multifamily Housing,1017903
155,1000530033,110.0,GREENWICH STREET,MANHATTAN,10006,Yes,1,40.70856,-74.013349,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,8672.0,,,,Manual,N/A,,61300.0,Multifamily Housing,
156,3052680002,166.0,SEELEY STREET,BROOKLYN,11218,Yes,1,40.65467,-73.976059,7.0,39.0,50202.0,Windsor Terrace                                                            ,7786.0,72.3,130.6,26.31,ABS,N/A,308.71,65640.0,Multifamily Housing,3122175
157,1000537502,123.0,WASHINGTON STREET,MANHATTAN,10006,Yes,0,40.709139,-74.01402,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,1992.0,100.6,235.9,42.13,Manual,N/A,2749.07,315543.0,Multifamily Housing,1088442
158,1000550014,71.0,WEST STREET,MANHATTAN,10006,Yes,1,40.709037,-74.015109,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,6571.0,60.0,118.6,,Manual,N/A,1030.9,250471.0,Multifamily Housing,Section Block and Lot - 00055-00014
159,1000550016,80.0,WEST STREET,MANHATTAN,10006,No Record as of 08/1/13,1,40.709468,-74.014933,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,,,,,,,,,,
160,1000557501,40.0,RECTOR STREET,MANHATTAN,10006,Yes,0,40.708356,-74.014814,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,11571.0,39.6,123.9,0.0,Manual,95,1797.22,502238.0,Office,1088750
161,1000560001,140.0,WASHINGTON STREET,MANHATTAN,10006,Yes,1,40.709729,-74.013818,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,3369.0,118.8,252.0,,Manual,35,1839.97,183235.0,Hotel,
162,1000560004,90.0,WEST STREET,MANHATTAN,10006,Yes,1,40.710009,-74.01476,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,10657.0,,,70.02,Manual,N/A,,322010.0,Multifamily Housing,1001064
163,1000627501,1.0,LIBERTY PLAZA,MANHATTAN,10006,Yes,1,40.70943,-74.011102,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,39.0,112.5,302.4,16.81,Manual,80,23545.42,2346193.0,Office,1001068
164,1000630003,22.0,CORTLANDT STREET,MANHATTAN,10007,Yes,1,40.710223,-74.010897,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,9107.0,160.1,358.1,0.0,Manual,21,9251.16,666930.0,Office,1001069
165,1000630012,5.0,DEY STREET,MANHATTAN,10007,No Record as of 08/1/13,1,40.71058,-74.009862,1.0,1.0,13.0,Battery Park City-Lower Manhattan                                          ,,,,,,,,,,
166,1000640008,53.0,LIBERTY STREET,MANHATTAN,10005,Yes,1,40.708642,-74.009407,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,4636.0,32.2,88.5,,Manual,N/A,458.45,167428.0,Multifamily Housing,1001084
167,1000640012,150.0,BROADWAY,MANHATTAN,10038,Yes,1,40.70932,-74.010392,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,3099.0,51.4,145.2,,Manual,88,1285.46,276000.0,Office,1001087
168,3087207512,105.0,OCEANA DRIVE EAST,BROOKLYN,11235,Yes,2,40.576553,-73.957317,13.0,48.0,61002.0,Brighton Beach                                                             ,6792.0,72.8,116.4,26.39,ABS,N/A,693.18,157178.0,Multifamily Housing,3350420;3848216
169,1000640016,170.0,BROADWAY,MANHATTAN,10038,No Record as of 08/1/13,1,40.709669,-74.010092,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,,,,,,,,,,
170,1013710038,25.0,SUTTON PLACE SOUTH,MANHATTAN,10022,Yes,1,40.75648,-73.961299,6.0,5.0,10601.0,Turtle Bay-East Midtown                                                    ,2651.0,62.8,106.8,27.48,ABS,N/A,2814.01,538724.0,Multifamily Housing,1040722
171,1000650010,9.0,MAIDEN LANE,MANHATTAN,10038,Yes,1,40.709606,-74.009555,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,5404.0,176.0,237.0,0.0,Manual,N/A,653.68,63146.0,Multifamily Housing,1001098
172,1004737502,30.0,CROSBY STREET,MANHATTAN,10013,Yes,1,40.720895,-73.999491,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     ,12151.0,91.5,204.1,27.51,ABS,N/A,375.7,55693.0,Multifamily Housing,1079134
173,1000660001,19.0,LIBERTY STREET,MANHATTAN,10005,Yes,1,40.707899,-74.008473,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,217.0,119.5,293.6,23.36,Manual,59,8985.89,870210.0,Office,1001108
174,1000670001,66.0,JOHN STREET,MANHATTAN,10038,Yes,2,40.708933,-74.007614,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,2739.0,53427.9,65102.2,,Manual,1,5062189.41,1200000.0,Office,1079043
175,1000680007,83.0,MAIDEN LANE,MANHATTAN,10038,Yes,1,40.707443,-74.007607,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,6056.0,113.3,266.5,,Manual,48,1531.77,155714.0,Office,1001111
176,1000680011,75.0,MAIDEN LANE,MANHATTAN,10038,Yes,1,40.707657,-74.007758,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,6007.0,12346.4,17279.0,,Manual,1,151235.19,155026.0,Office,1001112
177,1019457504,301.0,WEST  118 STREET,MANHATTAN,10026,Yes,1,40.805825,-73.954627,10.0,9.0,257.0,Central Harlem South                                                       ,9849.0,82.8,187.2,27.7,ABS,N/A,1222.95,198000.0,Multifamily Housing,1087277;1800511;1800510;1800507;1807122;1059110;1807135
178,1000680028,15.0,GOLD STREET,MANHATTAN,10038,Yes,1,40.707753,-74.006918,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,11779.0,84.2,229.4,,Manual,49,494.83,71539.0,Hotel,1085948
179,1000680036,100.0,WILLIAM STREET,MANHATTAN,10038,Yes,1,40.708497,-74.007477,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,1469.0,203.0,543.7,,Manual,19,6952.24,383042.0,Office,1001116
180,1000687501,80.0,JOHN STREET,MANHATTAN,10038,Yes,1,40.708445,-74.006886,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,12900.0,50.8,136.6,,Manual,N/A,600.41,143531.0,Multifamily Housing,1001115
181,1000687502,90.0,WILLIAM STREET,MANHATTAN,10038,Yes,1,40.708184,-74.007787,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,10180.0,47.4,148.3,,Manual,N/A,525.34,121472.0,Multifamily Housing,1087755;1001114
182,1000690006,211.0,PEARL STREET,MANHATTAN,10038,Yes,1,40.707023,-74.006388,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,3330.0,54.3,138.0,,Manual,N/A,1078.04,240421.0,Multifamily Housing,1087832
183,1022500084,244.0,SEAMAN AVENUE,MANHATTAN,10034,Yes,1,40.871728,-73.91824,12.0,10.0,307.0,Marble Hill-Inwood                                                         ,12263.0,15.7,46.1,28.73,ABS,N/A,106.1,78100.0,Multifamily Housing,1065087
184,1000690032,116.0,JOHN STREET,MANHATTAN,10038,Yes,1,40.707605,-74.00572,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,9499.0,16.8,33.1,0.0,Manual,100,451.44,342310.0,Office,1001126
185,1000697502,90.0,JOHN STREET,MANHATTAN,10038,Yes,1,40.708173,-74.006464,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,7292.0,55.4,124.6,,Manual,N/A,1972.16,410482.0,Multifamily Housing,1001127
186,1000697502,90.0,JOHN STREET,MANHATTAN,10038,Yes,1,40.708173,-74.006464,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,9893.0,66.2,108.6,,Manual,N/A,1534.54,377672.0,Multifamily Housing,1001127
187,1000707501,125.0,MAIDEN LANE,MANHATTAN,10038,No Record as of 08/1/13,1,40.706397,-74.006341,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,,,,,,,,,,
188,1000710001,156.0,FRONT STREET,MANHATTAN,10038,Yes,1,40.705829,-74.005482,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,1679.0,78.0,136.0,,Manual,N/A,371.67,59340.0,Multifamily Housing,1001136
189,1000717501,175.0,WATER STREET,MANHATTAN,10038,Yes,1,40.706699,-74.005208,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,77.0,112.0,274.9,19.75,Manual,54,4932.86,510858.0,Office,"1001137
1804058"
190,1000720013,163.0,FRONT STREET,MANHATTAN,10038,Yes,1,40.706084,-74.005049,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,5522.0,73.9,80.2,0.47,Manual,N/A,320.75,58500.0,Warehouse (Unrefrigerated),1001139
191,1000720027,85.0,SOUTH STREET,MANHATTAN,10038,Yes,1,40.705618,-74.004162,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,5983.0,31.9,85.9,,Manual,N/A,126.81,52005.0,Multifamily Housing,1079058; 1001142
192,1000730002,,SOUTH STREET,MANHATTAN,10038,No Record as of 08/1/13,1,,,,,,,,,,,,,,,,
193,1000747501,199.0,WATER STREET,MANHATTAN,10038,Yes,1,40.70727,-74.004314,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,177.0,70.5,218.6,,Manual,76,6331.75,988890.0,Office,1001162
194,1000750001,127.0,JOHN STREET,MANHATTAN,10038,Yes,1,40.707218,-74.005316,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,521.0,72.9,169.8,,Manual,N/A,3059.61,541000.0,Multifamily Housing,BIN# 1001163
195,1000750021,40.0,FULTON STREET,MANHATTAN,10038,Yes,1,40.707904,-74.004411,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,266.0,80.7,219.2,19.39,Manual,56,1791.47,249885.0,Office,1075618
196,1000750030,111.0,JOHN STREET,MANHATTAN,10038,Yes,1,40.707671,-74.005764,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,644.0,63.5,171.5,,Manual,89,1698.3,298776.0,Office,BIN# 1001167
197,1000760024,40.0,GOLD STREET,MANHATTAN,10038,Yes,1,40.708774,-74.005872,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,9651.0,48.8,107.6,0.0,Manual,N/A,230.82,65495.0,Multifamily Housing,1088484;1088485;1088486
198,1000767501,15.0,CLIFF STREET,MANHATTAN,10038,Yes,1,40.708143,-74.00545,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,10617.0,113.1,172.5,,Manual,N/A,807.73,116761.0,Multifamily Housing,1085931
199,1000767502,99.0,JOHN STREET,MANHATTAN,10038,Yes,1,40.708006,-74.006164,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          ,3764.0,83.9,171.4,33.9,Manual,N/A,2855.63,482012.0,Multifamily Housing,1087867
